STA	TYPE	START	STOP	LON	LAT	NETID	NATFREQ	DAMPING	SEN	RECSEN	GAIN	COMPONENT	PAZFILE		
EIDS	H	20070803	25990101	151.0817	-25.3691	AU	-12345	-12345	1494.04	1677721.6	1	HHZ	sts2-g3.paz		
FITZ	B	19960911	20010419	125.639	-18.102	AU	-12345	-12345	2042.32	3276.8	57.5	BHE	cmg-3t-100s.paz		
FITZ	B	19960911	20010419	125.639	-18.102	AU	-12345	-12345	2050.21	3276.8	57.5	BHN	cmg-3t-100s.paz		
FITZ	B	19960911	20010419	125.639	-18.102	AU	-12345	-12345	2019.46	3276.8	57.5	BHZ	cmg-3t-100s.paz		
FITZ	B	20010419	20041214	125.639	-18.102	AU	-12345	-12345	2042.32	1000000	0.4	BHE	cmg-3t-120s.paz	# 2022-01-17 changed gain from 0.5 to 0.4	
FITZ	B	20010419	20041214	125.639	-18.102	AU	-12345	-12345	2050.21	1000000	0.4	BHN	cmg-3t-120s.paz		
FITZ	B	20010419	20041214	125.639	-18.102	AU	-12345	-12345	2019.46	1000000	0.4	BHZ	cmg-3t-120s.paz		
FITZ	S	20010419	20041214	125.639	-18.102	AU	-12345	-12345	2042.32	1000000	0.4	SHE	cmg-3t-120s.paz	# wrong chan code	
FITZ	S	20010419	20041214	125.639	-18.102	AU	-12345	-12345	2050.21	1000000	0.4	SHN	cmg-3t-120s.paz		
FITZ	S	20010419	20041214	125.639	-18.102	AU	-12345	-12345	2019.46	1000000	0.4	SHZ	cmg-3t-120s.paz		
FITZ	B	20041215	20051023	125.639	-18.102	AU	-12345	-12345	2042.32	1000000	0.4	BHE	cmg-3t-120s.paz		
FITZ	B	20041215	20051023	125.639	-18.102	AU	-12345	-12345	2050.21	1000000	0.4	BHN	cmg-3t-120s.paz		
FITZ	B	20041215	20051023	125.639	-18.102	AU	-12345	-12345	2019.46	1000000	0.4	BHZ	cmg-3t-120s.paz		
FITZ	B	20051024	20161207	125.639	-18.102	AU	-12345	-12345	20423.2	1000000	0.4	BHE	cmg-3t-120s.paz		
FITZ	B	20051024	20161207	125.639	-18.102	AU	-12345	-12345	20502.1	1000000	0.4	BHN	cmg-3t-120s.paz		
FITZ	B	20051024	20161207	125.639	-18.102	AU	-12345	-12345	20194.6	1000000	0.4	BHZ	cmg-3t-120s.paz		
FITZ	B	20161207	20180504	125.639	-18.102	AU	-12345	-12345	2042.32	1000000	0.4	BHE	cmg-3t-120s.paz		
FITZ	B	20161207	20180504	125.639	-18.102	AU	-12345	-12345	2050.21	1000000	0.4	BHN	cmg-3t-120s.paz		
FITZ	B	20161207	20180504	125.639	-18.102	AU	-12345	-12345	2023.1	1000000	0.4	BHZ	cmg-3t-120s.paz		
FITZ	B	20180504	20190801	125.640297	-18.0982	AU	-12345	-12345	99801.3	1000000	0.4	BHE	cmg-3t-b.paz	# 2022-03-27 - changed gain 1.0 > 0.4 	
FITZ	B	20180504	20190801	125.640297	-18.0982	AU	-12345	-12345	99801.3	1000000	0.4	BHN	cmg-3t-b.paz		
FITZ	B	20180504	20190801	125.640297	-18.0982	AU	-12345	-12345	99801.3	1000000	0.4	BHZ	cmg-3t-b.paz		
FITZ	B	20180504	25990101	125.640297	-18.0982	AU	-12345	-12345	99801.3	1000000	0.4	BHE	cmg-3t-b.paz	# change does not exist at MDA - but data would say otherwise	
FITZ	B	20180504	25990101	125.640297	-18.0982	AU	-12345	-12345	99801.3	1000000	0.4	BHN	cmg-3t-b.paz	# changed gain from 1 on 2024-01-02	
FITZ	B	20180504	25990101	125.640297	-18.0982	AU	-12345	-12345	99801.3	1000000	0.4	BHZ	cmg-3t-b.paz		
FORT	B	19940624	20030618	128.059	-30.779	AU	-12345	-12345	166.216	3276.8	1000	SHE	willmore.paz	# BBox	
FORT	B	19940624	20030618	128.059	-30.779	AU	-12345	-12345	166.216	3276.8	1000	SHN	willmore.paz		
FORT	B	19940624	20030618	128.059	-30.779	AU	-12345	-12345	166.216	3276.8	1000	SHZ	willmore.paz		
FORT	B	20030619	20051226	128.059	-30.779	AU	-12345	-12345	1517.32	49938	8	BHE	cmg-3t-100s.paz		
FORT	B	20030619	20051226	128.059	-30.779	AU	-12345	-12345	1517.32	49938	8	BHN	cmg-3t-100s.paz		
FORT	B	20030619	20051226	128.059	-30.779	AU	-12345	-12345	1517.32	49938	8	BHZ	cmg-3t-100s.paz		
FORT	B	20030619	20051226	128.059	-30.779	AU	-12345	-12345	1517.32	49938	8	SHE	cmg-3t-100s.paz		
FORT	B	20030619	20051226	128.059	-30.779	AU	-12345	-12345	1517.32	49938	8	SHN	cmg-3t-100s.paz		
FORT	B	20030619	20051226	128.059	-30.779	AU	-12345	-12345	1517.32	49938	8	SHZ	cmg-3t-100s.paz		
FORT	H	20030619	20051226	128.059	-30.779	AU	-12345	-12345	1517.32	49938	1	HHE	cmg-3t-100s.paz		
FORT	H	20030619	20051226	128.059	-30.779	AU	-12345	-12345	1517.32	49938	1	HHN	cmg-3t-100s.paz		
FORT	H	20030619	20051226	128.059	-30.779	AU	-12345	-12345	1517.32	49938	1	HHZ	cmg-3t-100s.paz		
FORT	B	20060224	20110122	128.059	-30.779	AU	-12345	-12345	821.574	49938	4	BHE	cmg-40t-60s.paz		
FORT	B	20060224	20110122	128.059	-30.779	AU	-12345	-12345	806.603	49938	4	BHN	cmg-40t-60s.paz		
FORT	B	20060224	20110122	128.059	-30.779	AU	-12345	-12345	810.447	49938	4	BHZ	cmg-40t-60s.paz		
FORT	H	20060224	20110122	128.059	-30.779	AU	-12345	-12345	821.574	49938	1	HHE	cmg-40t-60s.paz	# HH chans different gain than BH chans	
FORT	H	20060224	20110122	128.059	-30.779	AU	-12345	-12345	806.603	49938	1	HHN	cmg-40t-60s.paz		
FORT	H	20060224	20110122	128.059	-30.779	AU	-12345	-12345	810.447	49938	1	HHZ	cmg-40t-60s.paz		
FORT	H	20110123	20120305	128.059	-30.779	AU	-12345	-12345	821.574	1677721.6	1	BHE	cmg-40t-60s.paz		
FORT	H	20110123	20120305	128.059	-30.779	AU	-12345	-12345	806.603	1677721.6	1	BHN	cmg-40t-60s.paz		
FORT	H	20110123	20120305	128.059	-30.779	AU	-12345	-12345	810.447	1677721.6	1	BHZ	cmg-40t-60s.paz		
FORT	H	20120308	20190605	128.059	-30.779	AU	-12345	-12345	1497.88	1677721.6	1	HHN	sts2-g3.paz		
FORT	H	20120308	20190605	128.059	-30.779	AU	-12345	-12345	1497.88	1677721.6	1	HHE	sts2-g3.paz		
FORT	H	20120308	20190605	128.059	-30.779	AU	-12345	-12345	1497.88	1677721.6	1	HHZ	sts2-g3.paz		
FORT	B	20120308	20190605	128.059	-30.779	AU	-12345	-12345	1497.88	1677721.6	1	BHN	sts2-g3.paz		
FORT	B	20120308	20190605	128.059	-30.779	AU	-12345	-12345	1497.88	1677721.6	1	BHE	sts2-g3.paz		
FORT	B	20120308	20190605	128.059	-30.779	AU	-12345	-12345	1497.88	1677721.6	1	BHZ	sts2-g3.paz		
FORT	B	20190605	25990101	128.059	-30.779	AU	-12345	-12345	1196.42	400000	1	BHN	trillium-compact-120.paz		
FORT	B	20190605	25990101	128.059	-30.779	AU	-12345	-12345	1196.42	400000	1	BHE	trillium-compact-120.paz		
FORT	B	20190605	25990101	128.059	-30.779	AU	-12345	-12345	1196.42	400000	1	BHZ	trillium-compact-120.paz		
GIRL	S	19950912	20041122	114.234	-22.643	AU	-12345	-12345	166.216	3276.8	200	SHZ	willmore.paz	#BBox	
GIRL	S	19950912	20041122	114.234	-22.643	AU	-12345	-12345	166.216	3276.8	200	EHZ	willmore.paz	#BBox	
GIRL	S	20041122	20060802	114.234	-22.643	AU	-12345	-12345	166.216	3276.8	1000	SHZ	willmore.paz	#BBox	
GIRL	S	20060802	20090621	114.234	-22.643	AU	-12345	-12345	166.216	3276.8	1000	SHZ	willmore.paz	#BBox	
GIRL	B	20090622	20120411	114.234	-22.643	AU	-12345	-12345	1495.34	1677721.6	1	BHN	cmg-3esp-120s.paz		
GIRL	B	20090622	20120411	114.234	-22.643	AU	-12345	-12345	1495.34	1677721.6	1	BHE	cmg-3esp-120s.paz		
GIRL	B	20090622	20120411	114.234	-22.643	AU	-12345	-12345	1495.34	1677721.6	1	BHZ	cmg-3esp-120s.paz		
GIRL	B	20120411	20190705	114.234	-22.643	AU	-12345	-12345	1495.34	1677721.6	1	BHN	cmg-3esp-120s.paz		
GIRL	B	20120411	20190705	114.234	-22.643	AU	-12345	-12345	1495.34	1677721.6	1	BHE	cmg-3esp-120s.paz		
GIRL	B	20120411	20190705	114.234	-22.643	AU	-12345	-12345	1495.34	1677721.6	1	BHZ	cmg-3esp-120s.paz		
GIRL	B	20120411	20190705	114.234	-22.643	AU	-12345	-12345	1495.34	1677721.6	1	HHN	cmg-3esp-120s.paz		
GIRL	B	20120411	20190705	114.234	-22.643	AU	-12345	-12345	1495.34	1677721.6	1	HHE	cmg-3esp-120s.paz		
GIRL	B	20120411	20190705	114.234	-22.643	AU	-12345	-12345	1495.34	1677721.6	1	HHZ	cmg-3esp-120s.paz		
GIRL	B	20190705	25990101	114.234	-22.643	AU	-12345	-12345	1196.42	400000	1	BHN	trillium-compact-120.paz		
GIRL	B	20190705	25990101	114.234	-22.643	AU	-12345	-12345	1196.42	400000	1	BHE	trillium-compact-120.paz		
GIRL	B	20190705	25990101	114.234	-22.643	AU	-12345	-12345	1196.42	400000	1	BHZ	trillium-compact-120.paz		
HTT	B	20100315	20111130	138.9217	-33.4306	AU	-12345	-12345	2008.89	1677721.6	1	BHE	cmg-3esp-100s.paz	 # IRIS says GDAS - but assume Q330	
HTT	B	20100315	20111130	138.9217	-33.4306	AU	-12345	-12345	2010.92	1677721.6	1	BHN	cmg-3esp-100s.paz		
HTT	B	20100315	20111130	138.9217	-33.4306	AU	-12345	-12345	2008.89	1677721.6	1	BHZ	cmg-3esp-100s.paz		
HTT	H	20111130	20181215	138.9217	-33.4306	AU	-12345	-12345	2008.89	1677721.6	1	HHE	cmg-3esp-100s.paz		
HTT	H	20111130	20181215	138.9217	-33.4306	AU	-12345	-12345	2010.92	1677721.6	1	HHN	cmg-3esp-100s.paz		
HTT	H	20111130	20181215	138.9217	-33.4306	AU	-12345	-12345	2008.89	1677721.6	1	HHZ	cmg-3esp-100s.paz		
HTT	B	20111130	20181215	138.9217	-33.4306	AU	-12345	-12345	2008.89	1677721.6	1	BHE	cmg-3esp-100s.paz	 	
HTT	B	20111130	20181215	138.9217	-33.4306	AU	-12345	-12345	2010.92	1677721.6	1	BHN	cmg-3esp-100s.paz		
HTT	B	20111130	20181215	138.9217	-33.4306	AU	-12345	-12345	2008.89	1677721.6	1	BHZ	cmg-3esp-100s.paz		
HTT	B	20181215	20230430	138.9217	-33.4306	AU	-12345	-12345	747.789	400000	1	BHN	trillium-compact-120.paz		
HTT	B	20181215	20230430	138.9217	-33.4306	AU	-12345	-12345	747.789	400000	1	BHE	trillium-compact-120.paz		
HTT	B	20181215	20230430	138.9217	-33.4306	AU	-12345	-12345	747.789	400000	1	BHZ	trillium-compact-120.paz		
HTT	B	20230430	25990101	138.9217	-33.4306	AU	-12345	-12345	1202.5	400000	1	BHE	trillium-horizon-120.paz		
HTT	B	20230430	25990101	138.9217	-33.4306	AU	-12345	-12345	1202.5	400000	1	BHN	trillium-horizon-120.paz		
HTT	B	20230430	25990101	138.9217	-33.4306	AU	-12345	-12345	1202.5	400000	1	BHZ	trillium-horizon-120.paz		
HTT	B	20230430	25990101	138.9217	-33.4306	AU	-12345	-12345	1202.5	400000	1	HHE	trillium-horizon-120.paz		
HTT	B	20230430	25990101	138.9217	-33.4306	AU	-12345	-12345	1202.5	400000	1	HHN	trillium-horizon-120.paz		
HTT	B	20230430	25990101	138.9217	-33.4306	AU	-12345	-12345	1202.5	400000	1	HHZ	trillium-horizon-120.paz		
INKA	B	20130621	20190603	140.7456	-27.7401	AU	-12345	-12345	2019.06	1677721.6	1	BHE	cmg-3esp-120s.paz		
INKA	B	20130621	20190603	140.7456	-27.7401	AU	-12345	-12345	1982.64	1677721.6	1	BHN	cmg-3esp-120s.paz		
INKA	B	20130621	20190603	140.7456	-27.7401	AU	-12345	-12345	2006.92	1677721.6	1	BHZ	cmg-3esp-120s.paz		
INKA	B	20130621	20190603	140.7456	-27.7401	AU	-12345	-12345	2019.06	1677721.6	1	HHE	cmg-3esp-120s.paz		
INKA	B	20130621	20190603	140.7456	-27.7401	AU	-12345	-12345	1982.64	1677721.6	1	HHN	cmg-3esp-120s.paz		
INKA	B	20130621	20190603	140.7456	-27.7401	AU	-12345	-12345	2006.92	1677721.6	1	HHZ	cmg-3esp-120s.paz		
INKA	B	20190603	25990101	140.7456	-27.7401	AU	-12345	-12345	1196.42	400000	1	BHN	trillium-compact-120.paz		
INKA	B	20190603	25990101	140.7456	-27.7401	AU	-12345	-12345	1196.42	400000	1	BHE	trillium-compact-120.paz		
INKA	B	20190603	25990101	140.7456	-27.7401	AU	-12345	-12345	1196.42	400000	1	BHZ	trillium-compact-120.paz		
KAKA	S	19950303	20081127	132.4396	-12.7115	AU	-12345	-12345	350	3276.8	1000	SHZ	willmore.paz	# changed sensitivity based on: https://inis.iaea.org/collection/NCLCollectionStore/_Public/02/007/2007544.pdf	
KANBL	B	20200101	25990101	121.6146	-30.5893	AU	-12345	-12345	1500	1677721.6	1	BHE	cmg-3t-120s.paz		
KANBL	B	20200101	25990101	121.6146	-30.5893	AU	-12345	-12345	1500	1677721.6	1	BHN	cmg-3t-120s.paz		
KANBL	B	20200101	25990101	121.6146	-30.5893	AU	-12345	-12345	1500	1677721.6	1	BHZ	cmg-3t-120s.paz		
KDU	S	20081127	20120522	132.4727	-12.6869	AU	-12345	-12345	1949.31	49938	4	SHE	cmg-40t-1s.paz	# 2022-03-27 Change gain from 16 > 4	
KDU	S	20081127	20120522	132.4727	-12.6869	AU	-12345	-12345	1949.5	49938	4	SHN	cmg-40t-1s.paz		
KDU	S	20081127	20120522	132.4727	-12.6869	AU	-12345	-12345	1949.9	49938	4	SHZ	cmg-40t-1s.paz		
KDU	B	20120523	20190923	132.4727	-12.6869	AU	-12345	-12345	1495.34	1677721.6	1	BHN	sts2-g3.paz		
KDU	B	20120523	20190923	132.4727	-12.6869	AU	-12345	-12345	1495.34	1677721.6	1	BHE	sts2-g3.paz		
KDU	B	20120523	20190923	132.4727	-12.6869	AU	-12345	-12345	1495.34	1677721.6	1	BHZ	sts2-g3.paz		
KDU	H	20120523	20190923	132.4727	-12.6869	AU	-12345	-12345	1495.34	1677721.6	1	HHN	sts2-g3.paz		
KDU	H	20120523	20190923	132.4727	-12.6869	AU	-12345	-12345	1495.34	1677721.6	1	HHE	sts2-g3.paz		
KDU	H	20120523	20190923	132.4727	-12.6869	AU	-12345	-12345	1495.34	1677721.6	1	HHZ	sts2-g3.paz		
KDU	B	20190923	25990101	132.4727	-12.6869	AU	-12345	-12345	747.89	400000	1	BHE	trillium-compact-120_obs.paz		
KDU	B	20190923	25990101	132.4727	-12.6869	AU	-12345	-12345	747.89	400000	1	BHN	trillium-compact-120_obs.paz		
KDU	B	20190923	25990101	132.4727	-12.6869	AU	-12345	-12345	747.89	400000	1	BHZ	trillium-compact-120_obs.paz		
KELC	B	20180611	25991231	136.9078	-35.9791	AU	-12345	-12345	1196.42	400000	1	BHE	trillium-compact-120.paz		
KELC	B	20180611	25991231	136.9078	-35.9791	AU	-12345	-12345	1196.42	400000	1	BHN	trillium-compact-120.paz		
KELC	B	20180611	25991231	136.9078	-35.9791	AU	-12345	-12345	1196.42	400000	1	BHZ	trillium-compact-120.paz		
BMEBF	B	20210914	25991231	122.3094	-17.8683	AU	-12345	-12345	2000	419430.4	1	EHE	colt-60s.paz		
BMEBF	B	20210914	25991231	122.3094	-17.8683	AU	-12345	-12345	2000	419430.4	1	EHN	colt-60s.paz		
BMEBF	B	20210914	25991231	122.3094	-17.8683	AU	-12345	-12345	2000	419430.4	1	EHZ	colt-60s.paz		
BMEBF	B	20210914	25991231	122.3094	-17.8683	AU	-12345	-12345	2000	419430.4	1	HHE	colt-60s.paz		
BMEBF	B	20210914	25991231	122.3094	-17.8683	AU	-12345	-12345	2000	419430.4	1	HHN	colt-60s.paz		
BMEBF	B	20210914	25991231	122.3094	-17.8683	AU	-12345	-12345	2000	419430.4	1	HHZ	colt-60s.paz		
COOLG	B	20211215	25991231	121.1759	-30.9597	AU	-12345	-12345	754.3	400000	1	BHE	trillium-compact-120.paz		
COOLG	B	20211215	25991231	121.1759	-30.9597	AU	-12345	-12345	754.3	400000	1	BHN	trillium-compact-120.paz		
COOLG	B	20211215	25991231	121.1759	-30.9597	AU	-12345	-12345	754.3	400000	1	BHZ	trillium-compact-120.paz		
COOLG	B	20211215	25991231	121.1759	-30.9597	AU	-12345	-12345	754.3	400000	1	HHE	trillium-compact-120.paz		
COOLG	B	20211215	25991231	121.1759	-30.9597	AU	-12345	-12345	754.3	400000	1	HHN	trillium-compact-120.paz		
COOLG	B	20211215	25991231	121.1759	-30.9597	AU	-12345	-12345	754.3	400000	1	HHZ	trillium-compact-120.paz		
KIM01	B	20210922	25991231	126.8637	-18.6235	AU	-12345	-12345	2000	419430.4	1	HHE	colt-60s.paz		
KIM01	B	20210922	25991231	126.8637	-18.6235	AU	-12345	-12345	2000	419430.4	1	HHN	colt-60s.paz		
KIM01	B	20210922	25991231	126.8637	-18.6235	AU	-12345	-12345	2000	419430.4	1	HHZ	colt-60s.paz		
KIM02	B	20210909	25991231	125.5272	-18.9161	AU	-12345	-12345	2000	419430.4	1	HHE	colt-60s.paz		
KIM02	B	20210909	25991231	125.5272	-18.9161	AU	-12345	-12345	2000	419430.4	1	HHN	colt-60s.paz		
KIM02	B	20210909	25991231	125.5272	-18.9161	AU	-12345	-12345	2000	419430.4	1	HHZ	colt-60s.paz		
KIM03	B	20210916	25991231	124.6904	-18.5458	AU	-12345	-12345	2000	419430.4	1	HHE	colt-60s.paz		
KIM03	B	20210916	25991231	124.6904	-18.5458	AU	-12345	-12345	2000	419430.4	1	HHN	colt-60s.paz		
KIM03	B	20210916	25991231	124.6904	-18.5458	AU	-12345	-12345	2000	419430.4	1	HHZ	colt-60s.paz		
KIM04	B	20210921	25991231	124.8104	-17.9282	AU	-12345	-12345	2000	419430.4	1	HHE	colt-60s.paz		
KIM04	B	20210921	25991231	124.8104	-17.9282	AU	-12345	-12345	2000	419430.4	1	HHN	colt-60s.paz		
KIM04	B	20210921	25991231	124.8104	-17.9282	AU	-12345	-12345	2000	419430.4	1	HHZ	colt-60s.paz		
KIM05	B	20210921	25991231	124.1892	-17.9916	AU	-12345	-12345	2000	419430.4	1	HHE	colt-60s.paz		
KIM05	B	20210921	25991231	124.1892	-17.9916	AU	-12345	-12345	2000	419430.4	1	HHN	colt-60s.paz		
KIM05	B	20210921	25991231	124.1892	-17.9916	AU	-12345	-12345	2000	419430.4	1	HHZ	colt-60s.paz		
KIM06	B	20210919	25991231	123.4563	-18.5063	AU	-12345	-12345	2000	419430.4	1	HHE	colt-60s.paz		
KIM06	B	20210919	25991231	123.4563	-18.5063	AU	-12345	-12345	2000	419430.4	1	HHN	colt-60s.paz		
KIM06	B	20210919	25991231	123.4563	-18.5063	AU	-12345	-12345	2000	419430.4	1	HHZ	colt-60s.paz		
KIM07	B	20210911	25991231	123.162	-17.9913	AU	-12345	-12345	2000	419430.4	1	HHE	colt-60s.paz		
KIM07	B	20210911	25991231	123.162	-17.9913	AU	-12345	-12345	2000	419430.4	1	HHN	colt-60s.paz		
KIM07	B	20210911	25991231	123.162	-17.9913	AU	-12345	-12345	2000	419430.4	1	HHZ	colt-60s.paz		
KIM08	B	20210924	25991231	124.8078	-17.323	AU	-12345	-12345	2000	419430.4	1	HHE	colt-60s.paz		
KIM08	B	20210924	25991231	124.8078	-17.323	AU	-12345	-12345	2000	419430.4	1	HHN	colt-60s.paz		
KIM08	B	20210924	25991231	124.8078	-17.323	AU	-12345	-12345	2000	419430.4	1	HHZ	colt-60s.paz		
KIM09	B	20210924	25991231	124.8078	-17.3229	AU	-12345	-12345	2000	419430.4	1	HHE	colt-60s.paz		
KIM09	B	20210924	25991231	124.8078	-17.3229	AU	-12345	-12345	2000	419430.4	1	HHN	colt-60s.paz		
KIM09	B	20210924	25991231	124.8078	-17.3229	AU	-12345	-12345	2000	419430.4	1	HHZ	colt-60s.paz		
KIM10	B	20210924	25991231	125.7043	-17.0503	AU	-12345	-12345	2000	419430.4	1	HHE	colt-60s.paz		
KIM10	B	20210924	25991231	125.7043	-17.0503	AU	-12345	-12345	2000	419430.4	1	HHN	colt-60s.paz		
KIM10	B	20210924	25991231	125.7043	-17.0503	AU	-12345	-12345	2000	419430.4	1	HHZ	colt-60s.paz		
MENZ	B	20210924	25991231	121.0294	-29.6941	AU	-12345	-12345	754.3	400000	1	HHE	trillium-compact-120.paz		
MENZ	B	20210924	25991231	121.0294	-29.6941	AU	-12345	-12345	754.3	400000	1	HHN	trillium-compact-120.paz		
MENZ	B	20210924	25991231	121.0294	-29.6941	AU	-12345	-12345	754.3	400000	1	HHZ	trillium-compact-120.paz		
MENZ	B	20210924	25991231	121.0294	-29.6941	AU	-12345	-12345	754.3	400000	1	BHE	trillium-compact-120.paz		
MENZ	B	20210924	25991231	121.0294	-29.6941	AU	-12345	-12345	754.3	400000	1	BHN	trillium-compact-120.paz		
MENZ	B	20210924	25991231	121.0294	-29.6941	AU	-12345	-12345	754.3	400000	1	BHZ	trillium-compact-120.paz		
TROP	B	20210924	25991231	121.0294	-29.6941	AU	-12345	-12345	2000	419430.4	1	HHE	colt-60s.paz		
TROP	B	20210924	25991231	121.0294	-29.6941	AU	-12345	-12345	2000	419430.4	1	HHN	colt-60s.paz		
TROP	B	20210924	25991231	121.0294	-29.6941	AU	-12345	-12345	2000	419430.4	1	HHZ	colt-60s.paz		
TROP	B	20210924	25991231	121.0294	-29.6941	AU	-12345	-12345	2000	419430.4	1	BHE	colt-60s.paz		
TROP	B	20210924	25991231	121.0294	-29.6941	AU	-12345	-12345	2000	419430.4	1	BHN	colt-60s.paz		
TROP	B	20210924	25991231	121.0294	-29.6941	AU	-12345	-12345	2000	419430.4	1	BHZ	colt-60s.paz		
KLBR	S	19991013	20030528	117.75461	-31.59147	AU	-12345	-12345	166.216	3276.8	1000	SHZ	willmore.paz		
KLBR	S	20030529	20100311	117.75461	-31.59147	AU	-12345	-12345	2000	49938	16	SHE	cmg-40t-1s.paz	# changes V/m/s from 781 (2022-03-27)	
KLBR	S	20030529	20100311	117.75461	-31.59147	AU	-12345	-12345	2000	49938	16	SHN	cmg-40t-1s.paz		
KLBR	S	20030529	20100311	117.75461	-31.59147	AU	-12345	-12345	2000	49938	16	SHZ	cmg-40t-1s.paz		
KLBR	E	20030529	20100311	117.75461	-31.59147	AU	-12345	-12345	2000	49938	16	EHE	cmg-40t-1s.paz		
KLBR	E	20030529	20100311	117.75461	-31.59147	AU	-12345	-12345	2000	49938	16	EHN	cmg-40t-1s.paz		
KLBR	E	20030529	20100311	117.75461	-31.59147	AU	-12345	-12345	2000	49938	16	EHZ	cmg-40t-1s.paz		
KLBR	N	20030529	20100311	117.75461	-31.59147	AU	-12345	-12345	1	49938	1	HNE	cmg-5t.paz		
KLBR	N	20030529	20100311	117.75461	-31.59147	AU	-12345	-12345	1	49938	1	HNN	cmg-5t.paz		
KLBR	N	20030529	20100311	117.75461	-31.59147	AU	-12345	-12345	1	49938	1	HNZ	cmg-5t.paz		
KLBR	S	20100311	20210402	117.75461	-31.59147	AU	-12345	-12345	2000	1677721.6	1	SHE	cmg-40t-1s.paz	# changes V/m/s from 781 (2022-01-26)	
KLBR	S	20100311	20210402	117.75461	-31.59147	AU	-12345	-12345	2000	1677721.6	1	SHN	cmg-40t-1s.paz		
KLBR	S	20100311	20210402	117.75461	-31.59147	AU	-12345	-12345	2000	1677721.6	1	SHZ	cmg-40t-1s.paz		
KLBR	E	20100311	20210402	117.75461	-31.59147	AU	-12345	-12345	2000	1677721.6	1	EHE	cmg-40t-1s.paz		
KLBR	E	20100311	20210402	117.75461	-31.59147	AU	-12345	-12345	2000	1677721.6	1	EHN	cmg-40t-1s.paz		
KLBR	E	20100311	20210402	117.75461	-31.59147	AU	-12345	-12345	2000	1677721.6	1	EHZ	cmg-40t-1s.paz		
KLBR	H	20100311	20210402	117.75461	-31.59147	AU	-12345	-12345	2000	1677721.6	1	HHE	cmg-40t-1s.paz	"# shouldn't be HH, but ANSN assigned as H"	
KLBR	H	20100311	20210402	117.75461	-31.59147	AU	-12345	-12345	2000	1677721.6	1	HHN	cmg-40t-1s.paz		
KLBR	H	20100311	20210402	117.75461	-31.59147	AU	-12345	-12345	2000	1677721.6	1	HHZ	cmg-40t-1s.paz		
KLBR	B	20210402	25991231	117.75461	-31.59147	AU	-12345	-12345	754.3	400000	1	BHE	trillium-compact-120.paz		
KLBR	B	20210402	25991231	117.75461	-31.59147	AU	-12345	-12345	754.3	400000	1	BHN	trillium-compact-120.paz		
KLBR	B	20210402	25991231	117.75461	-31.59147	AU	-12345	-12345	754.3	400000	1	BHZ	trillium-compact-120.paz		
KLBR	H	20210402	25991231	117.75461	-31.59147	AU	-12345	-12345	754.3	400000	1	HHE	trillium-compact-120.paz		
KLBR	H	20210402	25991231	117.75461	-31.59147	AU	-12345	-12345	754.3	400000	1	HHN	trillium-compact-120.paz		
KLBR	H	20210402	25991231	117.75461	-31.59147	AU	-12345	-12345	754.3	400000	1	HHZ	trillium-compact-120.paz		
KLBR	H	20210402	25991231	117.75461	-31.59147	AU	-12345	-12345	754.3	400000	1	EHE	trillium-compact-120.paz		
KLBR	H	20210402	25991231	117.75461	-31.59147	AU	-12345	-12345	754.3	400000	1	EHN	trillium-compact-120.paz		
KLBR	H	20210402	25991231	117.75461	-31.59147	AU	-12345	-12345	754.3	400000	1	EHZ	trillium-compact-120.paz		
KLG	B	19990122	20001127	121.4583	-30.7833	AU	-12345	-12345	1517.32	3276.8	50	BHE	cmg-3t-100s.paz		
KLG	B	19990122	20001127	121.4583	-30.7833	AU	-12345	-12345	1517.32	3276.8	50	BHN	cmg-3t-100s.paz		
KLG	B	19990122	20001127	121.4583	-30.7833	AU	-12345	-12345	1517.32	3276.8	50	BHZ	cmg-3t-100s.paz		
KMBL	B	20001127	20030816	121.8821	-31.3669	AU	-12345	-12345	1509.23	3276.8	25.7	SHE	cmg-3t-100s.paz	#BBoxII - recs say cmg-3t-100s - guess gain based on residuals	
KMBL	B	20001127	20030816	121.8821	-31.3669	AU	-12345	-12345	1523.39	3276.8	25.7	SHN	cmg-3t-100s.paz		
KMBL	B	20001127	20030816	121.8821	-31.3669	AU	-12345	-12345	1515.3	3276.8	25.7	SHZ	cmg-3t-100s.paz		
KMBL	B	20001127	20030816	121.8821	-31.3669	AU	-12345	-12345	1509.23	3276.8	50	BHE	cmg-3t-100s.paz	#BBoxII	
KMBL	B	20001127	20030816	121.8821	-31.3669	AU	-12345	-12345	1523.39	3276.8	50	BHN	cmg-3t-100s.paz		
KMBL	B	20001127	20030816	121.8821	-31.3669	AU	-12345	-12345	1515.3	3276.8	50	BHZ	cmg-3t-100s.paz		
KMBL	B	20030816	20090917	121.8821	-31.3669	AU	-12345	-12345	1509.23	49938	16	BHE	cmg-3t-100s.paz	#GDAS	
KMBL	B	20030816	20090917	121.8821	-31.3669	AU	-12345	-12345	1523.39	49938	16	BHN	cmg-3t-100s.paz		
KMBL	B	20030816	20090917	121.8821	-31.3669	AU	-12345	-12345	1515.3	49938	16	BHZ	cmg-3t-100s.paz		
KMBL	B	20030816	20090917	121.8821	-31.3669	AU	-12345	-12345	1509.23	49938	16	SHE	cmg-3t-100s.paz	#GDAS - wrong chan code	
